horse_id,horse,sire,dam,damsire,sex,total_runs,wins,peak_official_rating,total_prize
4320835,Look Back Smiling (IRE),Fast Company (IRE),Portico (GB),Pivotal,G,2,0,73.0,2122.72
4320845,Leclerc (GB),Showcasing (GB),Alpine Storm (IRE),Ravens Pass,G,1,0,48.0,0.0
4320847,Rock Dandy (IRE),Dandy Man (IRE),Herrera (IRE),High Chaparral,G,1,0,47.0,0.0
4326482,Cuban Rock (GB),Havana Grey (GB),Rocknrollbaby (IRE),Fastnet Rock,G,3,0,56.0,0.0
4326485,Loch Carron (IRE),Gregorian (IRE),Farran (IRE),Fast Company,F,1,0,,0.0
4326486,Menelaus (IRE),Galileo Gold (GB),Empress Rock (IRE),Fastnet Rock,G,1,0,70.0,491.2
4326489,Crackovia (GB),Cracksman (GB),Olvia (IRE),Giants Causeway,F,1,0,92.0,0.0
4326494,American In Paris (IRE),Starspangledbanner (AUS),Parisian Chic (IRE),Kodiac,F,1,0,52.0,0.0
4326495,Stormy Pearl (GB),Night Of Thunder (IRE),Davids Duchess (IRE),Zebedee,F,2,0,54.0,3192.8
4328552,Ardads Great (GB),Ardad (IRE),Belle Dormant (IRE),Rip Van Winkle,F,1,0,75.0,0.0
4328556,Havana Notion (GB),Havana Grey (GB),Copy-Cat (GB),Lion Cavern,G,1,0,58.0,0.0
4328565,Water Mint (IRE),Fast Company (IRE),Kafaala (IRE),Shamardal,F,1,0,47.0,0.0
4328572,Unterberg (IRE),New Bay (GB),Berg Bahn (IRE),Big Bad Bob,G,1,0,66.0,0.0
4330659,Puntarelle (GB),Footstepsinthesand (GB),Maybelater (GB),Mount Nelson,F,3,0,77.0,0.0
4330661,The X O (IRE),Zoffany (IRE),Pivotal Era (GB),Pivotal,C,1,0,104.0,0.0
4330662,Arnie Angell (GB),Harry Angel (IRE),Midnight M (GB),Green Desert,G,1,0,57.0,0.0
4330663,Made Of Lir (GB),Prince Of Lir (IRE),Dusky Maid (IRE),Dark Angel,F,3,1,50.0,4061.6000000000004
4330665,Slippin Jimmy (IRE),Kodi Bear (IRE),Fashion Forward (IRE),Manduro,G,1,0,67.0,491.2
4330667,Have Secret (IRE),Havana Gold (IRE),Secret Existence (IRE),Sakhees Secret,G,1,0,91.0,6040.0
4330668,Bradsell (GB),Tasleet (GB),Russian Punch (GB),Archipenko,C,2,2,112.0,711710.5
4330670,Dear My Friend (GB),Pivotal (GB),Dusty Red (GB),Teofilo,C,1,0,103.0,0.0
4330675,Spartan Arrow (IRE),Sioux Nation (USA),Thames Pageant (GB),Dansili,C,1,1,83.0,6621.0
4330788,Unless (USA),Justify (USA),Clemmie (IRE),Galileo,F,1,0,88.0,6040.0
4330793,Zoinnocent (IRE),Zoffany (IRE),Innocent Air (GB),Galileo,F,1,0,98.0,0.0
4330802,Lite And Airy (GB),Twilight Son (GB),Spin Doctor (GB),Mayson,G,1,0,,0.0
4330803,Tribal Wisdom (IRE),Frankel (GB),Zindaya (USA),More Than Ready,G,3,0,80.0,0.0
4330808,Minnetonka (IRE),Kingman (GB),Perfect Angel (IRE),Dark Angel,F,1,0,91.0,0.0
4330814,Awesome Spirit (IRE),Invincible Spirit (IRE),Simply Awesome (IRE),Awesome Again,C,1,0,69.0,0.0
4332792,Cloudbreaker (GB),Sea The Stars (IRE),Deveron (USA),Cozzene,F,1,0,89.0,6040.0
4332865,Dawn Session (IRE),Dawn Approach (IRE),My Fere Lady (USA),Mr Greeley,C,1,0,83.0,0.0
4332881,Spangled Mac (IRE),Starspangledbanner (AUS),Intermittent (GB),Cacique,G,2,0,95.0,6040.0
4332882,Tangled In Time (GB),Dandy Man (IRE),Tangled Thread (GB),New Approach,F,1,0,67.0,0.0
4332888,Sarkha (IRE),The Gurkha (IRE),Saga Celebre (FR),Peintre Celebre,G,2,0,65.0,379.44
4336795,In These Shoes (IRE),Starspangledbanner (AUS),Majenta (IRE),Marju,F,3,0,83.0,1350.0
4336796,Gifted Angel (IRE),Dark Angel (IRE),Sommorell (IRE),Fast Company,G,1,0,72.0,2210.4
4336799,Mutaany (GB),Invincible Spirit (IRE),Madany (IRE),Acclamation,G,1,1,85.0,6184.8
4336800,Dhariye (FR),Al Wukair (IRE),Al Dweha (IRE),Invincible Spirit,C,2,0,75.0,0.0
4336809,One Of Our Own (GB),Poets Word (IRE),Fangfoss Girls (GB),Monsieur Bond,F,2,0,60.0,1963.2
4336812,Robin Goodfellow (IRE),Dark Angel (IRE),Bergamask (USA),Kingmambo,G,2,0,46.0,397.8
4336813,Your Spirit (IRE),Invincible Spirit (IRE),Excel Yourself (IRE),Exceed And Excel,F,1,0,57.0,981.6
4336816,Purple Martini (GB),Mayson (GB),Lady Lekki (IRE),Champs Elysees,F,2,0,64.0,489.6
4336819,Emilys Eclipse (GB),Sea The Moon (GER),Lonely Rock (GB),Fastnet Rock,F,1,0,73.0,271.8
4336821,New Endeavour (IRE),New Bay (GB),Moody Blue (IRE),Invincible Spirit,G,1,0,95.0,29004.0
4336824,Benacre (IRE),Australia (GB),Sent From Heaven (IRE),Footstepsinthesand,C,1,0,96.0,0.0
4340204,Lumacho (IRE),Camacho (GB),Southern Belle (IRE),Aqlaam,F,2,0,68.0,452.88
4340205,Sea The Casper (IRE),Sea The Stars (IRE),October Queen (IRE),Iffraaj,G,2,2,97.0,16416.0
4340208,Lion Of War (GB),Roaring Lion (USA),Momentus (IRE),Montjeu,C,1,0,90.0,24170.0
4340211,Loyal Touch (IRE),No Nay Never (USA),Devoted To You (IRE),Danehill Dancer,C,3,0,90.0,1359.0
4340213,Dickieburd (GB),Cracksman (GB),Lydias Place (GB),Equiano,G,1,0,78.0,0.0
4342386,Kodi Noir (IRE),Kessaar (IRE),Sundown (GB),Polish Precedent,G,2,0,64.0,0.0
4342391,Endless Season (IRE),War Command (USA),Kabaw (IRE),Elusive Pimpernel,F,1,0,48.0,1522.72
4346543,Revisit (GB),Invincible Spirit (IRE),Youre Back (USA),Street Cry,F,1,0,72.0,0.0
4346550,Penny Be (GB),Havana Grey (GB),Chicklade (GB),Firebreak,F,2,0,47.0,1840.5
4346557,Wilde And Dandy (GB),Dandy Man (IRE),Image (GB),Sepoy,G,3,2,64.0,7536.96
4346561,Barlow Barlow (GB),Havana Gold (IRE),Porcini (GB),Azamour,F,2,0,52.0,440.64
4348708,Rockin Rosa (GB),Bated Breath (GB),Rosalie Bonheur (GB),Siyouni,F,1,0,56.0,214.2
4348713,Lupset Flossy Pop (IRE),Kodiac (GB),Lumi (IRE),Canford Cliffs,F,1,0,61.0,0.0
4348716,Aurora Glory (IRE),Cotai Glory (GB),Al Hanyora (GB),Teofilo,F,1,0,58.0,858.9
4350739,Rabaah (IRE),Dubawi (IRE),Rufoof (GB),Zamindar,C,3,0,97.0,9060.0
4350746,Strictly Dreaming (GB),Oasis Dream (GB),Tahaany (IRE),Ravens Pass,F,1,0,65.0,1719.2
4350747,Rich (GB),Cracksman (GB),Mademoiselle Marie (FR),Evasive,F,1,0,85.0,0.0
4350749,Mellow Mood (GB),Bated Breath (GB),Going For Gold (GB),Barathea,F,1,0,46.0,1522.72
4350751,Isaac Shelby (GB),Night Of Thunder (IRE),Kentucky Belle (IRE),Heliostatic,C,2,0,114.0,64320.0
4350754,Profitar Rules (IRE),Profitable (IRE),Intuit (IRE),Intello,G,1,0,49.0,0.0
4350757,The Storm (IRE),National Defense (GB),Thanks (IRE),Kheleyf,G,1,0,92.0,0.0
4350760,Chaldean (GB),Frankel (GB),Suelita (GB),Dutch Art,C,2,0,119.0,258000.0
4350765,Cheyenne Nation (IRE),Bungle Inthejungle (GB),Fol OYasmine (GB),Dubawi,G,1,0,55.0,0.0
4350766,Rock Of England (IRE),Unfortunately (IRE),Miss Fay (IRE),Sayif,G,1,0,80.0,2900.4
4350771,Daley T (IRE),Dragon Pulse (IRE),Elizabeth Swann (GB),Bahamian Bounty,G,1,0,66.0,0.0
4352789,Winforglory (IRE),Cotai Glory (GB),Sideliner (IRE),Fast Company,G,1,0,77.0,1227.0
4352800,Alpine Girl (IRE),Acclamation (GB),Almond Brook (GB),Mayson,F,2,0,67.0,452.88
4352801,Storyinthesand (IRE),Footstepsinthesand (GB),Storyline (IRE),Kodiac,F,2,0,63.0,761.36
4352804,American Belle (IRE),Starspangledbanner (AUS),Syndicate (GB),Dansili,F,1,0,81.0,1268.0
4352807,Imprint (IRE),Footstepsinthesand (GB),Aine (IRE),Danehill Dancer,G,1,0,51.0,189.72
4352810,Baltimore Boy (IRE),Starspangledbanner (AUS),Biaraafa (IRE),Araafa,G,3,0,90.0,0.0
4352821,Amusement (IRE),Galileo (IRE),Rock Orchid (IRE),Fastnet Rock,F,1,0,89.0,0.0
4352824,Foniska (IRE),Galileo (IRE),Bocca Baciata (IRE),Big Bad Bob,F,1,0,98.0,0.0
4352827,Tiymara (IRE),Sea The Moon (GER),Timiniya (IRE),Footstepsinthesand,F,1,0,75.0,0.0
4352832,Dubawi Spectre (GB),Dubawi (IRE),Spectre (FR),Siyouni,G,1,0,84.0,0.0
4352837,Semblance Of Order (IRE),Buratino (IRE),Semblance (GB),Pivotal,G,1,1,82.0,0.0
4352843,Coolree (IRE),Mondialiste (IRE),Quaich (GB),Danehill,G,1,0,64.0,0.0
4355200,Duchess (FR),The Grey Gatsby (IRE),Queen To Be (IRE),Kings Best,F,1,0,50.0,0.0
4355306,Cavalier Approach (IRE),Profitable (IRE),Beauty Pageant (IRE),Bahamian Bounty,G,1,0,62.0,0.0
4355310,Jaminoz (IRE),The Carbon Unit (USA),Dancing Cosmos (IRE),Holy Roman Emperor,G,1,0,47.0,0.0
4362956,Furnicoe (IRE),Dandy Man (IRE),Right Rave (IRE),Soviet Star,F,3,0,49.0,0.0
4362963,Holloway Boy (GB),Ulysses (IRE),Sultry (GB),Pivotal,C,1,0,109.0,8040.0
4362964,B Associates (IRE),War Command (USA),Spirit Of The Sea (IRE),Invincible Spirit,G,3,1,66.0,7723.84
4362973,Kings Gem (IRE),Kingman (GB),Earring (USA),Dansili,G,3,0,76.0,5706.0
4363038,Summer Snow (IRE),El Kabeir (USA),Chute Hall Lady (IRE),Dark Angel,F,1,0,63.0,0.0
4363044,Sea Spray (GB),Zoustar (AUS),Wingingit (IRE),Helmet,C,2,1,75.0,0.0
4363052,Hoof It Hoof It (IRE),Prince Of Lir (IRE),So Devoted (IRE),Holy Roman Emperor,F,1,0,73.0,0.0
4363053,Violeta (IRE),Kodiac (GB),Welsh Anthem (GB),Singspiel,F,1,0,68.0,0.0
4363063,Royal Parade (IRE),Kodiac (GB),Supreme Occasion (IRE),Teofilo,G,3,0,87.0,0.0
4366817,Yerwanthere (IRE),Markaz (IRE),Fast Jazz (IRE),Frozen Power,F,1,0,93.0,3020.0
4366830,Golden Maverick (FR),Zarak (FR),Waritta (GB),Canford Cliffs,G,1,0,66.0,3684.0
4366831,Barleybrown (GB),Zoustar (AUS),Shozita (GB),Showcasing,G,2,0,56.0,0.0
4366837,Girl From Italy (IRE),Holy Roman Emperor (IRE),Keilogue (IRE),Invincible Spirit,F,1,0,54.0,0.0
4366840,Mr Heinz (GB),Spill The Beans (AUS),Velvet Band (GB),Verglas,G,2,0,48.0,1877.32
4366841,Darker (GB),Twilight Son (GB),Spinatrix (GB),Diktat,G,2,0,50.0,0.0
4368552,Lashes (IRE),Acclamation (GB),Broadway Duchess (IRE),New Approach,F,2,0,46.0,0.0
4368553,Miss Yvonne (IRE),Churchill (IRE),Bright Snow (USA),Gulch,F,1,0,62.0,0.0
4368556,Blazing Skies (IRE),Dark Angel (IRE),The Sky Is Blazing (IRE),Sea The Stars,F,1,0,89.0,0.0
4369755,Run Cmc (IRE),Gutaifan (IRE),Sardenya (IRE),Kodiac,G,1,0,65.0,0.0
4369758,Erazmus (GB),Massaat (IRE),Rosecomb (IRE),Rip Van Winkle,G,1,0,56.0,0.0
4369760,Derwent Boy (GB),Harry Angel (IRE),Bint Arcano (FR),Arcano,G,1,0,69.0,491.2
4369761,Captain Winters (GB),Lope De Vega (IRE),Reem Three (GB),Mark Of Esteem,C,1,0,104.0,0.0
4369763,Dornoch Castle (IRE),Gleneagles (IRE),Crown Light (GB),Zamindar,C,2,0,82.0,1369.44
4369768,Acotango (IRE),Kodiac (GB),Chupalla (GB),Helmet,G,1,0,86.0,1552.16
4369773,Harry Brown (GB),Harry Angel (IRE),Sarshampla (IRE),Elzaam,G,1,0,87.0,0.0
4369869,Borough (GB),New Bay (GB),Partitia (GB),Bated Breath,G,1,0,63.0,244.8
4369873,Mill Stream (IRE),Gleneagles (IRE),Swirral Edge (GB),Hellvelyn,C,3,0,98.0,36270.0
4369880,Huberts Dream (IRE),Oasis Dream (GB),Raaqy (IRE),Dubawi,G,1,0,76.0,0.0
4369884,Coral Reef (IRE),Invincible Spirit (IRE),Mehronissa (GB),Iffraaj,F,3,0,62.0,5157.6
4369885,Aira Force (GB),Oasis Dream (GB),Dubai Affair (GB),Dubawi,F,1,0,72.0,614.0
4373429,Absolute Queen (IRE),Zoffany (IRE),Beat The Stars (IRE),Verglas,F,3,3,66.0,9735.24
4373434,Thunder Ball (GB),Night Of Thunder (IRE),Seradim (GB),Elnadim,G,1,0,90.0,7248.0
4373437,Berkshire Phantom (IRE),Expert Eye (GB),Silver Step (FR),Silver Frost,G,3,0,84.0,5382.0
4373439,Island King (IRE),Ribchester (IRE),Diptych (USA),Hat Trick,G,2,0,47.0,0.0
4373444,Lezoo (GB),Zoustar (AUS),Roger Sez (IRE),Red Clubs,F,1,0,114.0,0.0
4375474,One Boss (GB),Saxon Warrior (JPN),Encore LAmour (GB),Azamour,F,1,0,71.0,0.0
4375483,Oriole (GB),Nathaniel (IRE),Redstart (GB),Cockney Rebel,F,3,0,79.0,1076.4
4375497,Zaman Jemil (IRE),Invincible Spirit (IRE),Zippy Rock (IRE),Fastnet Rock,G,2,0,87.0,2650.32
4377595,Semantics (USA),Broken Vow (USA),Dinner With D C (USA),Dixie Union,F,1,0,78.0,0.0
4377611,Act Of Will (GB),Mondialiste (IRE),Silver Act (IRE),Aqlaam,G,1,0,64.0,0.0
4377614,Duke Of Wybourne (IRE),Dandy Man (IRE),Bahaarah (IRE),Iffraaj,G,2,0,68.0,0.0
4377623,The Big Board (IRE),Profitable (IRE),Singapore Lilly (IRE),Mujadil,F,1,0,88.0,0.0
4379545,Tremendous Times (GB),Time Test (GB),Summers Lease (GB),Pivotal,G,1,0,71.0,0.0
4379549,Killybegs Warrior (IRE),Saxon Warrior (JPN),Alltherightmoves (IRE),Namid,C,1,0,100.0,0.0
4379551,Ribkana (IRE),Ribchester (IRE),Simkana (IRE),Kalanisi,F,1,0,48.0,214.2
4379555,Queen Me (IRE),Dubawi (IRE),Queen Kindly (GB),Frankel,F,1,0,104.0,8100.0
4381714,Encosta (IRE),Mukhadram (GB),Maraaseem (IRE),Invincible Spirit,F,1,0,77.0,0.0
4383455,Indestructible (IRE),Kodiac (GB),Shareva (IRE),Rip Van Winkle,C,2,0,111.0,32280.0
4383456,Milwaukee (USA),Justify (USA),Moth (IRE),Galileo,C,1,0,78.0,0.0
4387121,Streetscape (GB),Cityscape (GB),Maziona (GB),Dansili,G,1,0,57.0,214.2
4387132,Melek Alreeh (USA),Lemon Drop Kid (USA),Bargain Blitz (USA),Rahy,C,1,0,77.0,0.0
4389430,Hilltops Bear (IRE),Kodi Bear (IRE),Dance Express (IRE),Rail Link,G,1,0,48.0,0.0
4389433,Mobilise (GB),Footstepsinthesand (GB),Flare Of Firelight (USA),Birdstone,G,1,0,74.0,0.0
4389447,We Could Be Heroes (IRE),Ribchester (IRE),Mirabile Dictu (IRE),Kings Best,G,1,0,78.0,0.0
4389448,Sir Jock Bennett (IRE),Almanzor (FR),Biswa (USA),Kafwain,G,1,0,77.0,0.0
4389455,The Camacho Kid (IRE),Camacho (GB),Latina Reach (IRE),Arcano,G,1,0,46.0,0.0
4389461,Dee See Are (GB),Massaat (IRE),Delizia (IRE),Dark Angel,F,1,0,60.0,981.6
4391164,Frankness (GB),Frankel (GB),Cosmopolitan Queen (GB),Dubawi,F,1,0,90.0,1510.0
4392973,Paradise Row (IRE),Zoffany (IRE),Poplar Close (IRE),Canford Cliffs,F,1,1,,4346.46
4395014,Wen Moon (IRE),Mehmas (IRE),Luminous Gold (GB),Fantastic Light,G,1,0,83.0,362.4
4395018,Spirit In My Soul (IRE),Holy Roman Emperor (IRE),Tashas Dream (USA),Woodman,F,1,1,55.0,3663.8
4395019,Prince Of Pillo (IRE),Prince Of Lir (IRE),Lucky Omen (IRE),Majestic Missile,C,1,0,102.0,0.0
4395020,Bernie The Bear (IRE),Elzaam (AUS),Raeseeya (GB),Dansili,G,3,0,48.0,3966.44
4395021,Secret Guest (GB),Havana Grey (GB),Lady Macduff (IRE),Iffraaj,G,3,0,85.0,0.0
4395030,Summit Impact (IRE),Invincible Spirit (IRE),Marie Celeste (IRE),Galileo,C,1,0,91.0,0.0
4395035,Dancing Magic (IRE),Camelot (GB),Poisson DOr (GB),Cape Cross,C,1,0,104.0,0.0
4395037,Forest Demon (IRE),Gustav Klimt (IRE),Black Meyeden (FR),Black Minnaloushe,G,1,0,73.0,1227.0
4395039,Island Star (IRE),New Approach (IRE),My Fairy (IRE),Sea The Stars,C,1,0,82.0,1840.5
4396730,Miss Raindrop (GB),Iffraaj (GB),Disdain (USA),Invincible Spirit,F,1,0,45.0,429.8
4396732,Shines Ambition (IRE),Kessaar (IRE),January Morn (USA),Elusive Quality,C,1,0,62.0,0.0
4396740,Quinault (GER),Oasis Dream (GB),Queimada (GER),Dansili,G,3,3,85.0,154620.0
4400634,Ferrari Queen (IRE),Decorated Knight (GB),Katch Me Katie (GB),Danehill,F,1,0,96.0,0.0
4400638,Oviedo (IRE),Lope De Vega (IRE),Gallitea (IRE),Galileo,C,1,0,100.0,0.0
4400651,Eight Mile (IRE),Dandy Man (IRE),Fashion Central (GB),Dubawi,G,1,0,61.0,189.72
4403170,National Emblem (IRE),National Defense (GB),Clenaghcastle Lady (IRE),Acclamation,C,1,0,87.0,0.0
4403179,Sandy Creek (IRE),Frankel (GB),Bonanza Creek (IRE),Anabaa,F,1,0,,0.0
4403182,Divina Grace (IRE),Golden Horn (GB),Beautiful Forest (GB),Nayef,F,1,0,80.0,3106.84
4405386,Young Ireland (IRE),New Approach (IRE),Ard Fheis (IRE),Lils Boy,C,1,0,91.0,0.0
4406075,Reel Power (GB),Highland Reel (IRE),Ensaya (IRE),Alhaarth,G,1,0,47.0,380.68
4407207,Streets Of Gold (IRE),Havana Gold (IRE),Truly Honoured (GB),Frankel,C,1,0,105.0,16140.0
4407212,Bonito Cavalo (GB),Orientor (GB),Eternal Instinct (GB),Exceed And Excel,G,1,0,50.0,858.9
4409343,City Exile (GB),Cityscape (GB),Curious Fox (GB),Bertolini,G,1,0,77.0,0.0
4409347,Long Count (IRE),Teofilo (IRE),Becalm (USA),Dixie Union,G,1,0,71.0,0.0
4409359,Rajjnatin (IRE),Rajj (IRE),Sonic Night (IRE),Night Shift,G,1,0,,0.0
4409369,Escaping Thejungle (IRE),Bungle Inthejungle (GB),Clodilla (IRE),Clodovil,F,1,0,83.0,0.0
4409370,Evenings Empire (IRE),Kessaar (IRE),Somewhere (IRE),Dalakhani,F,2,0,66.0,0.0
4409376,Mahboobah (IRE),Sea The Moon (GER),Goldschatzchen (GER),Dai Jin,F,1,0,60.0,0.0
4409378,Ohnojoe (IRE),Footstepsinthesand (GB),Tadkhirah (GB),Acclamation,G,2,0,67.0,0.0
4409381,Mister Sox (GB),Pivotal (GB),Crowning Glory (FR),Speightstown,G,1,0,63.0,0.0
4409383,Thankuappreciate (GB),Fountain Of Youth (IRE),Illusions (GB),Toronado,G,2,0,79.0,5304.96
4409407,Bataan (GB),Showcasing (GB),The Begum (GB),Zamindar,F,1,0,66.0,0.0
4409410,Betterdaysrcoming (IRE),Muhaarar (GB),Uleavemebreathless (GB),Tiger Hill,G,1,0,92.0,0.0
4409416,Toughen Up (IRE),Muhaarar (GB),Rose Bonheur (GB),Danehill Dancer,G,1,0,74.0,0.0
4409429,Ma Belle Artiste (IRE),Zoffany (IRE),Toi Et Moi (IRE),Galileo,F,1,0,91.0,0.0
4409430,Operatic Artist (IRE),Zoffany (IRE),Opera Fan (FR),Cape Cross,F,1,0,74.0,0.0
4409433,Clounmacon (IRE),Kodi Bear (IRE),Cnocan Gold (IRE),Danehill Dancer,F,1,0,92.0,0.0
4409437,Kaydees Magic (IRE),Fast Company (IRE),Mythie (FR),Octagonal,F,2,0,67.0,0.0
4409439,Siouxanne (IRE),Sioux Nation (USA),Privet (IRE),Cape Cross,F,1,0,,0.0
4409442,Alfarida (IRE),Elzaam (AUS),Spring Warning (IRE),Kodiac,F,1,0,58.0,0.0
4409445,Zing Up (IRE),Kuroshio (AUS),Scrumptious (GB),Sakhee,F,2,0,49.0,3536.64
4413348,The Parent (GB),Frankel (GB),Sophie P (GB),Bushranger,C,3,0,82.0,5440.5
4415409,Lady Alara (IRE),Invincible Spirit (IRE),Red Halo (IRE),Galileo,F,1,0,90.0,0.0
4415418,Spirit Of Breeze (IRE),Invincible Spirit (IRE),Gender Dance (USA),Miesques Son,G,2,0,63.0,908.72
4415486,Heart Of Sofia (IRE),James Garfield (IRE),Tut (IRE),Intikhab,F,2,0,46.0,884.16
4415489,Jazzagal (IRE),James Garfield (IRE),Can Dance (GB),Manduro,F,1,0,55.0,0.0
4415490,Big Cheese (FR),New Approach (IRE),Kunegunda (GB),Pivotal,G,1,0,67.0,1817.44
4415492,Maggies Tern (IRE),Bungle Inthejungle (GB),Khayrat (IRE),Polar Falcon,F,1,0,67.0,244.8
4415498,Mystic Pearl (FR),Invincible Spirit (IRE),Ertiyad (GB),Dark Angel,F,3,0,76.0,8841.599999999999
4415502,Falcon Nine (GB),Ulysses (IRE),Freedonia (GB),Selkirk,G,1,0,74.0,552.6
4415508,Buy The Dip (GB),New Bay (GB),Crossover (GB),Cape Cross,G,1,0,59.0,306.0
4418025,Master Garvey (IRE),Dragon Pulse (IRE),Free Lance (IRE),Grand Lodge,G,2,0,58.0,0.0
4418040,Marshman (GB),Harry Angel (IRE),White Rosa (IRE),Galileo,C,2,0,111.0,0.0
4418044,The Muffin Man (IRE),Make Believe (GB),Speedi Mouse (GB),Alhaarth,G,2,0,54.0,0.0
4420127,High Chieftess (IRE),Galileo (IRE),Tiggy Wiggy (IRE),Kodiac,F,1,0,,0.0
4420130,Lumiere Rock (IRE),Saxon Warrior (JPN),Last Gold (FR),Gold Away,F,1,0,105.0,50713.13
4420137,Tahiyra (IRE),Siyouni (FR),Tarana (IRE),Cape Cross,F,1,1,118.0,340260.0
4420140,Warm Heart (IRE),Galileo (IRE),Sea Siren (AUS),Fastnet Rock,F,1,1,95.0,133764.71
4420144,Canute (USA),Quality Road (USA),Alice Springs (IRE),Galileo,C,1,0,93.0,0.0
4420150,Hippodrome (IRE),Galileo (IRE),Lightning Thunder (GB),Dutch Art,C,1,0,90.0,0.0
4420151,Hispanic (IRE),No Nay Never (USA),Fork Lightning (USA),Storm Cat,C,1,0,97.0,0.0
4420155,Paddington (GB),Siyouni (FR),Modern Eagle (GER),Montjeu,C,2,2,116.0,680520.0
4420162,Valiant King (GB),Roaring Lion (USA),Assembly (USA),Candy Ride,C,1,0,92.0,24170.0
4423966,Astar (IRE),Sea The Stars (IRE),Meri Shika (FR),Spirit One,F,1,0,79.0,0.0
4423973,Elephant John (IRE),Morpheus (GB),Aussie Opera (IRE),Aussie Rules,G,1,0,72.0,0.0
4425829,Havana Rum (IRE),Havana Grey (GB),Urban Hunt (IRE),Born To Sea,G,1,0,66.0,1964.8
4425832,Squealer (IRE),Mehmas (IRE),Sunny Hollow (GB),Beat Hollow,G,1,0,86.0,592.51
4425834,Cancan In The Rain (IRE),Muhaarar (GB),Sprinkling (USA),Quality Road,C,1,1,76.0,5234.0
4425841,Royal Athena (GB),Golden Horn (GB),Neartica (FR),Sadlers Wells,F,1,0,62.0,760.74
4425847,Caernarfon (GB),Cityscape (GB),Royal Ffanci (GB),Royal Applause,F,1,0,112.0,2025.0
4425848,Autumn Lights (GB),Harry Angel (IRE),Autumn Leaves (GB),Helmet,F,3,0,,0.0
4425849,Candle Of Hope (GB),Cable Bay (IRE),Good Hope (GB),Cape Cross,F,1,0,91.0,3020.0
4425852,Stonking (GB),Farhh (GB),Vizinga (FR),Marju,G,2,0,72.0,3634.88
4425856,Profitable Dawn (IRE),Profitable (IRE),Light At Dawn (IRE),Dawn Approach,F,3,0,64.0,0.0
4429422,Epictetus (IRE),Kingman (GB),Thistle Bird (GB),Selkirk,C,1,0,109.0,0.0
4431792,Hourless (GB),Time Test (GB),Poly Pomona (GB),Green Desert,G,2,0,49.0,3536.64
4431795,Starnberg (IRE),Clodovil (IRE),Taaluf (IRE),Nayef,G,1,0,97.0,0.0
4431804,Maman Joon (IRE),Sea The Stars (IRE),Dorcas Lane (GB),Norse Dancer,F,1,0,,0.0
4431805,Roundabout Silver (GB),Silver Pond (FR),Mumtaza (GB),Nayef,G,1,0,62.0,0.0
4436489,The Fog Horn (IRE),Elzaam (AUS),Zelos Dream (IRE),Redback,F,1,1,51.0,0.0
4436490,Our Matilda (IRE),Mehmas (IRE),Sahaayef (IRE),Mawatheeq,F,1,0,53.0,0.0
4436497,Snowdonia Song (IRE),Muhaarar (GB),Oriental Song (IRE),Shamardal,F,1,0,55.0,0.0
4436502,Gone (IRE),Gustav Klimt (IRE),Assault On Rome (IRE),Holy Roman Emperor,F,4,3,73.0,11700.039999999999
4436503,Sophias Starlight (FR),Hunters Light (IRE),Endeavor (FR),Cape Cross,F,4,1,74.0,26762.0
4436510,Fierce (IRE),Dandy Man (IRE),Saffian (GB),Dubawi,G,2,0,72.0,3634.88
4436511,Saxon King (GB),Zoustar (AUS),Brevity (USA),Street Cry,C,4,3,92.0,91728.0
4436518,Temporize (GB),Postponed (IRE),Party Line (GB),Montjeu,G,1,0,81.0,1840.5
4436522,Mottisfont (IRE),Adaay (IRE),Broadlands (GB),Kheleyf,F,1,0,91.0,0.0
4436523,Dubai Mile (IRE),Roaring Lion (USA),Beach Bunny (IRE),High Chaparral,C,1,0,112.0,13400.0
4438459,Kings Code (GB),Saxon Warrior (JPN),Polygon (USA),Dynaformer,C,2,0,71.0,0.0
4438463,Zoology (GB),Zoustar (AUS),Peach Melba (GB),Dream Ahead,C,1,0,93.0,32250.0
4438470,Ertebat (GB),Unfortunately (IRE),The Chemist (GB),Dutch Art,G,2,0,78.0,0.0
4438472,Flying Panther (GB),Hawkbill (USA),La Pantera (GB),Captain Rio,G,1,0,55.0,0.0
4438478,Barrolo (GB),Havana Grey (GB),Belatorio (IRE),Oratorio,G,1,1,55.0,2691.5
4438482,Ciceros Gift (GB),Muhaarar (GB),Terentia (GB),Diktat,C,2,0,109.0,0.0
4438488,Cinque Verde (GB),Sioux Nation (USA),Gregoria (IRE),Holy Roman Emperor,F,1,0,64.0,0.0
4438490,Wreck It Ryley (IRE),Gutaifan (IRE),Bucks Frizz (IRE),Havana Gold,G,1,0,70.0,181.2
4438496,Qalahari Queen (IRE),James Garfield (IRE),Qalahari (IRE),Bahri,F,1,0,61.0,0.0
4438498,Red Treasure (IRE),Muhaarar (GB),Red Fantasy (IRE),High Chaparral,F,1,0,77.0,921.0
4438502,Dutch Kingdom (IRE),Iffraaj (GB),Kiyra Wells (IRE),Sadlers Wells,G,2,0,78.0,0.0
4438504,Intoxicata (FR),U S Navy Flag (USA),Epsom Icon (GB),Sixties Icon,F,1,0,50.0,189.72
4438513,Lady Hamana (AUS),I Am Invincible (AUS),Lake Hamana (GB),Shamardal,F,3,3,93.0,85065.0
