horse_id,horse,sire,dam,damsire,sex,total_runs,wins,peak_official_rating,total_prize
3257928,Mutasaabeq (GB),Invincible Spirit (IRE),Ghanaati (USA),Giants Causeway,H,2,0,119.0,0.0
3257943,Fen Tiger (IRE),Vadamos (FR),Three Knots (IRE),Chineur,G,1,0,55.0,0.0
3259275,Gioia Cieca (USA),Kittens Joy (USA),Dynacielo (USA),Dynaformer,G,1,0,84.0,951.0
3261270,Munificent (GB),Pearl Secret (GB),Hulcote Rose (IRE),Rock Of Gibraltar,G,1,0,57.0,295.29
3261277,Chipstead (GB),Mayson (GB),Charlotte Rosina (GB),Choisir,H,1,0,106.0,0.0
3263957,Tio Mio (IRE),Teofilo (IRE),Celeste De La Mer (IRE),Zoffany,G,3,0,61.0,225.0
3263959,Fiftyshadesofred (FR),Siyouni (FR),Candinie (USA),Bernardini,G,1,0,64.0,214.2
3269846,Nine Tales (IRE),Kingman (GB),Sotka (GB),Dutch Art,G,1,0,65.0,0.0
3269856,Buford (GB),Lawman (FR),Sibaya (GB),Exceed And Excel,G,1,0,45.0,0.0
3269862,Lochnaver (GB),Frankel (GB),Strathnaver (GB),Oasis Dream,M,1,1,50.0,3663.8
3271085,Maestro Stick (GB),Frankel (GB),Moon Sister (IRE),Cadeaux Genereux,G,1,0,47.0,0.0
3272403,Max Mayhem (GB),New Bay (GB),Maybe Grace (IRE),Hawk Wing,G,1,0,97.0,1510.0
3272427,Roman Mist (IRE),Holy Roman Emperor (IRE),Drifting Mist (GB),Muhtathir,M,1,0,101.0,0.0
3273553,Secret Road (IRE),Gutaifan (IRE),Secret Path (IRE),Approve,G,1,0,72.0,0.0
3277139,River Derwent (GB),Kingman (GB),Just Wood (FR),Highest Honor,G,1,0,60.0,0.0
3282268,Barometer (IRE),Farhh (GB),Keilogue (IRE),Invincible Spirit,G,1,0,62.0,0.0
3285617,Seattle Sound (IRE),Australia (GB),Inch Perfect (USA),Theatrical,G,1,1,72.0,0.0
3287653,Urban Forest (GB),Cityscape (GB),Tijuca (IRE),Captain Rio,G,2,0,47.0,884.16
3293692,The Thunderer (IRE),Gleneagles (IRE),Purple Sage (IRE),Danehill Dancer,G,3,3,79.0,15288.0
3293703,Traila (GB),Australia (GB),Waila (GB),Notnowcato,G,1,0,86.0,3684.0
3293708,Tiger Beetle (GB),Camelot (GB),Beach Frolic (GB),Nayef,G,3,0,72.0,1836.0
3294863,Law Of The Sea (GB),Golden Horn (GB),Leaderene (GB),Selkirk,G,2,0,92.0,12080.0
3297869,It Just Takes Time (IRE),Power (GB),War Bride (GER),War Blade,G,1,0,93.0,377.5
3302806,Wrist Art (IRE),Sir Prancealot (IRE),Vasoni (IRE),Redback,G,1,0,47.0,0.0
3308263,Sixcor (GB),Sixties Icon (GB),Roccor (GB),Rock Of Gibraltar,G,1,0,55.0,1719.2
3309441,Counsel (GB),Frankel (GB),Honorina (GB),Sea The Stars,G,3,0,69.0,11407.5
3310956,Absurde (FR),Fastnet Rock (AUS),Incroyable (USA),Singspiel,G,2,0,101.0,48340.0
3315563,Cnodian (IRE),Belardo (IRE),Almass (IRE),Elnadim,M,1,0,66.0,0.0
3318907,Free Wind (IRE),Galileo (IRE),Alive Alive Oh (GB),Duke Of Marmalade,M,1,0,115.0,6725.0
3323490,Wee Pablo (IRE),Zebedee (GB),Hilltown Gal (IRE),Holy Roman Emperor,G,1,0,55.0,0.0
3323492,Foxes Tales (IRE),Zoffany (IRE),Starfish (IRE),Galileo,G,2,0,111.0,0.0
3323493,Unforgotten (IRE),Exceed And Excel (AUS),Souviens Toi (GB),Dalakhani,G,1,0,97.0,0.0
3326341,Hallowed Time (IRE),Hallowed Crown (AUS),Groupetime (USA),Gilded Time,G,1,0,75.0,0.0
3333239,As If By Chance (GB),Fountain Of Youth (IRE),Citron (GB),Reel Buddy,G,3,0,77.0,0.0
3341501,Big Muddy (GB),Monsieur Bond (IRE),Nine Red (GB),Royal Applause,G,1,0,51.0,0.0
3342735,Artorius (AUS),Flying Artie (AUS),Gracies Lass (AUS),Redoutes Choice,C,1,0,116.0,53600.0
3346537,Pop Favorite (GB),Fastnet Rock (AUS),Soundstrings (GB),Oasis Dream,G,1,1,45.0,3245.08
3348815,Out Of Sight (IRE),Outstrip (GB),Bountiful Girl (GB),Bahamian Bounty,G,2,2,57.0,8008.0
3364105,Scott Lang (IRE),Cappella Sansevero (GB),Sharp And Smart (IRE),Dark Angel,G,1,0,72.0,0.0
3365517,Silent Film (GB),New Approach (IRE),Dibajj (FR),Iffraaj,G,1,0,100.0,0.0
3366624,One More Dream (GB),Bated Breath (GB),Gracefilly (GB),Invincible Spirit,G,2,0,76.0,0.0
3366625,Papa Cocktail (IRE),Churchill (IRE),Anklet (IRE),Acclamation,G,1,0,77.0,0.0
3366641,Quantico (IRE),Make Believe (GB),Palladius (GB),Sakhees Secret,G,1,0,91.0,1902.0
3366677,Deacs Delight (GB),Tamayuz (GB),Keene Dancer (GB),Danehill Dancer,G,1,1,47.0,3245.08
3366740,Belhaven (IRE),Belardo (IRE),Park Haven (IRE),Marju,F,1,0,90.0,0.0
3366802,Vaunted (GB),Ardad (IRE),Vallila (GB),Dunkerque,F,2,0,68.0,0.0
3366881,Flag Of Truth (FR),Starspangledbanner (AUS),Dalakania (IRE),Dalakhani,G,1,0,69.0,0.0
3366887,Ibn Aldar (GB),Twilight Son (GB),Bint Aldar (GB),Zoffany,G,2,0,75.0,0.0
3366905,Vintage Clarets (GB),Ardad (IRE),Enchanted Princess (GB),Royal Applause,G,3,3,87.0,38220.0
3366976,Desert (IRE),Havana Gold (IRE),Jewel In The Sand (IRE),Bluebird,F,2,0,57.0,761.36
3377606,Barnacullia (IRE),Ocovango (GB),For Lena (IRE),Turtle Island,G,1,0,,0.0
3377620,Alazwar (IRE),Awtaad (IRE),Venetian Beauty (USA),Lear Fan,G,1,0,81.0,0.0
3382815,Cloudy Rose (GB),Proconsul (GB),Zarosa (IRE),Barathea,M,2,2,51.0,6490.16
3384390,Red Flyer (IRE),Free Eagle (IRE),Hip (GB),Pivotal,G,1,0,84.0,459.0
3386707,Eleven Eleven (FR),Olympic Glory (IRE),Pretty Panther (FR),Hurricane Run,G,1,0,63.0,0.0
3392135,Sly Madam (GB),Sixties Icon (GB),Tanojin (IRE),Thousand Words,M,1,0,83.0,0.0
3406863,Sugar Baby (GB),Monsieur Bond (IRE),Sugar Town (GB),Elusive City,G,1,0,70.0,2456.0
3413893,Powerful Aggie (FR),Protectionist (GER),Papagena Star (IRE),Amadeus Wolf,M,1,1,94.0,0.0
3423095,Gegenpressing (GB),The Gurkha (IRE),Bouyrin (IRE),Invincible Spirit,G,1,0,65.0,0.0
3423161,Cosmos Raj (GB),Iffraaj (GB),Cosmos Pink (GB),Dansili,G,1,0,70.0,2210.4
3425694,Hot Chesnut (GB),Camacho (GB),Hot Ticket (IRE),Selkirk,M,1,0,72.0,1227.0
3430965,Thunder Ahead (GB),Dark Angel (IRE),Champagne Time (IRE),Oasis Dream,G,3,0,72.0,111.0
3437610,Cavalluccio (IRE),Caravaggio (USA),Gale Song (GB),Invincible Spirit,G,1,0,69.0,0.0
3437618,Irish Flame (GB),Dark Angel (IRE),Dream Of Tara (IRE),Invincible Spirit,G,1,0,77.0,226.44
3437627,Royal Debut (IRE),Showcasing (GB),Mathool (IRE),Alhaarth,G,1,0,47.0,0.0
3437634,Thunder Max (GB),Night Of Thunder (IRE),Tuolumne Meadows (GB),High Chaparral,G,1,0,74.0,0.0
3437646,King Of Bavaria (IRE),No Nay Never (USA),Enharmonic (USA),E Dubai,G,2,0,99.0,0.0
3437666,Outbreak (GB),Dark Angel (IRE),Purr Along (GB),Mount Nelson,G,1,0,97.0,0.0
3437683,Chasing Aphrodite (GB),Profitable (IRE),Tutti Frutti (GB),Teofilo,C,1,0,96.0,0.0
3437684,Claim The Stars (IRE),Starspangledbanner (AUS),Ponty Acclaim (IRE),Acclamation,G,1,0,64.0,0.0
3437689,Liamarty Dreams (GB),Oasis Dream (GB),Heavenly Verse (GB),Poets Voice,G,3,0,85.0,1359.0
3437697,San Francisco Bay (IRE),Muhaarar (GB),Stor Mo Chroi (IRE),Montjeu,G,1,0,56.0,1522.72
3437703,Unilateralism (IRE),Starspangledbanner (AUS),Barnet (GB),Manduro,G,1,0,77.0,0.0
3437719,Atrium (GB),Holy Roman Emperor (IRE),Hail Shower (IRE),Red Clubs,G,1,0,97.0,0.0
3437748,Impero (IRE),Zoffany (IRE),On A Pedestal (IRE),Montjeu,G,1,0,84.0,0.0
3437808,Yeeeaah (IRE),El Kabeir (USA),Red Savina (GB),Exceed And Excel,G,1,0,58.0,0.0
3437850,Libertus (GB),Equiano (FR),Italian Connection (GB),Cadeaux Genereux,G,1,0,72.0,0.0
3437900,Judgment Call (GB),Pivotal (GB),Madonna DellOrto (GB),Montjeu,G,3,0,76.0,2718.0
3437909,Bicep (IRE),Mehmas (IRE),Crafty Notion (IRE),Viking Ruler,G,2,0,74.0,0.0
3437910,War In Heaven (IRE),Exceed And Excel (AUS),Burma Sun (IRE),Rip Van Winkle,G,1,1,88.0,8100.0
3437912,Berkshire Shadow (GB),Dark Angel (IRE),Angel Vision (IRE),Oasis Dream,G,2,0,113.0,40350.0
3437913,Ernies Valentine (GB),Havana Gold (IRE),Eastern Destiny (GB),Dubai Destination,G,1,0,84.0,0.0
3437925,Adnaan (GB),Ardad (IRE),News Desk (GB),Cape Cross,G,1,0,71.0,0.0
3437948,Show Compassion (GB),Showcasing (GB),Khaseeb (GB),Dutch Art,F,1,0,55.0,0.0
3438010,Soi Dao (IRE),Twilight Son (GB),Home Cummins (IRE),Rip Van Winkle,F,1,0,61.0,0.0
3438026,Little Earl (IRE),Havana Gold (IRE),Majestic Alexander (IRE),Bushranger,G,2,0,60.0,0.0
3445054,The Grey Bandit (GB),Gregorian (IRE),Reel Cool (GB),Reel Buddy,G,1,0,49.0,0.0
3448798,Mostahdaf (IRE),Frankel (GB),Handassa (GB),Dubawi,H,1,1,121.0,567100.0
3456403,Lexington Knight (IRE),Night Of Thunder (IRE),Petit Adagio (IRE),Cape Cross,G,2,0,74.0,3929.6
3459501,Two Metres Apart (IRE),Prince Of Lir (IRE),Lilac Mist (GB),Spectrum,M,1,0,47.0,0.0
3459504,Probe (GB),Kingman (GB),Tested (GB),Selkirk,G,1,0,97.0,0.0
3468215,Hello Zabeel (IRE),Frankel (GB),Lady Of The Desert (USA),Rahy,G,3,0,76.0,1076.4
3469705,Princess Rajj (IRE),Rajj (IRE),Princess Aloof (IRE),Big Bad Bob,F,1,0,61.0,0.0
3479733,Mereside Angel (IRE),Gutaifan (IRE),Mary Thomas (IRE),Zoffany,G,2,0,71.0,489.6
3479737,The Gatekeeper (IRE),Excelebration (IRE),Cherry Creek (IRE),Montjeu,G,1,0,94.0,0.0
3479753,Triple Jaye (GB),Charming Thought (GB),Lady Tabitha (IRE),Tamayuz,M,1,0,67.0,0.0
3481812,Jarvis (IRE),Profitable (IRE),Sorry Woman (FR),Ivan Denisovich,G,2,0,71.0,0.0
3483763,Moonlit Cloud (GB),Sea The Moon (GER),Apple Blossom (IRE),Danehill Dancer,M,1,0,69.0,1817.44
3490538,Corballis Flyer (IRE),War Command (USA),Ballyronan Girl (IRE),Elbio,G,1,0,47.0,0.0
3493741,Storm Catcher (IRE),Vadamos (FR),Next Life (GB),Oasis Dream,G,1,0,84.0,3106.84
3493742,Angel Bleu (FR),Dark Angel (IRE),Cercle De La Vie (IRE),Galileo,C,2,0,112.0,0.0
3493748,Enfranchise (IRE),Invincible Spirit (IRE),Saoirse Abu (USA),Mr Greeley,M,1,1,91.0,0.0
3497292,Bayou Belle (IRE),Buratino (IRE),Firecrown (IRE),Iffraaj,F,1,0,51.0,0.0
3499128,May Blossom (GB),Mayson (GB),Almond Branches (GB),Dutch Art,F,1,0,76.0,1533.75
3499133,My Bonnie Lassie (GB),Highland Reel (IRE),Bonnie Arlene (IRE),Excelebration,F,2,0,46.0,1521.48
3499137,Cusack (GB),Heeraat (IRE),Vera Richardson (IRE),Dutch Art,G,1,0,61.0,760.74
3499194,Spring Is Sprung (FR),Oasis Dream (GB),Kinematic (GB),Kyllachy,G,1,0,79.0,614.0
3499387,Monhammer (GB),Awtaad (IRE),Soviet Terms (GB),Soviet Star,G,1,0,61.0,858.9
3500887,Kodebreaker (IRE),Kodi Bear (IRE),Coachhouse Lady (USA),Rahy,G,1,0,59.0,429.8
3500898,Ey Up Its The Boss (GB),Pastoral Pursuits (GB),Velvet Jaguar (GB),Hurricane Run,G,2,0,68.0,2061.36
3500906,Nymphadora (GB),No Nay Never (USA),Bewitchment (GB),Pivotal,F,1,0,101.0,2680.0
3502544,Great News (GB),Shamardal (USA),Nahoodh (IRE),Clodovil,G,3,0,78.0,0.0
3502549,Mercurial (IRE),Prince Of Lir (IRE),Conjuring (IRE),Showcasing,G,1,0,73.0,0.0
3502551,Flaming Rib (IRE),Ribchester (IRE),Suddenly (GER),Excelebration,C,1,0,110.0,0.0
3505933,Mellow Magic (GB),Nathaniel (IRE),Lady Brora (GB),Dashing Blade,M,1,0,87.0,0.0
3505951,Essme (GB),Twilight Son (GB),Desert Kiss (GB),Cape Cross,M,1,0,46.0,760.74
3507913,Merlin Giant (FR),Camelot (GB),Moon Giant (USA),Giants Causeway,G,1,1,76.0,0.0
3509921,Elzaamsan (IRE),Elzaam (AUS),Lady Conway (USA),El Corredor,G,1,0,66.0,0.0
3509936,Mirrie Dancers (IRE),Harzand (IRE),Beatrice Aurore (IRE),Danehill Dancer,G,1,1,58.0,3663.8
3513375,Showtime Mahomes (GB),Dabirsim (FR),Magic Florence (IRE),Zebedee,G,3,0,76.0,0.0
3515054,Loveday (IRE),Bungle Inthejungle (GB),Bank On Black (IRE),Big Bad Bob,F,1,0,83.0,0.0
3519842,Vauban (FR),Galiway (GB),Waldfest (GB),Hurricane Run,G,2,2,101.0,103080.0
3521623,Long Tradition (IRE),Shamardal (USA),Irish History (IRE),Dubawi,G,1,1,86.0,6621.0
3521627,Therehegoes (GB),Charming Thought (GB),Chatalong (IRE),Invincible Spirit,G,3,0,54.0,3044.2
3521633,Bold Territories (IRE),Territories (IRE),Amberley Heights (IRE),Elnadim,G,1,0,57.0,380.68
3521654,Like A Lion (IRE),Kodiac (GB),Termagant (IRE),Powerscourt,G,1,0,61.0,0.0
3521658,Aldbourne (IRE),Awtaad (IRE),Always Gentle (IRE),Redback,G,3,0,68.0,444.0
3523589,Butterfly Island (IRE),Acclamation (GB),Cumbfree (IRE),Footstepsinthesand,F,1,0,55.0,0.0
3523592,Marsa (IRE),Slade Power (IRE),Symfony (IRE),Monsun,F,1,0,70.0,0.0
3523598,Novak (GB),Mastercraftsman (IRE),Parknasilla (IRE),Dutch Art,G,1,1,74.0,5574.2
3523599,King Of York (IRE),Kingman (GB),Archangel Gabriel (USA),Arch,G,1,0,66.0,0.0
3525158,Sunset Shiraz (IRE),Time Test (GB),Sunny Again (GB),Shirocco,F,1,0,99.0,0.0
3525167,Charging Thunder (GB),War Command (USA),Storming Sioux (GB),Storming Home,G,2,0,97.0,0.0
3525176,Kodias Sangarius (IRE),Kodiac (GB),Oui Say Oui (IRE),Royal Applause,F,1,0,68.0,592.51
3526552,Bond Chairman (GB),Kodiac (GB),Wunders Dream (IRE),Averti,G,2,2,95.0,32400.0
3526615,Glittering Choice (GB),Havana Gold (IRE),Adorable Choice (IRE),Choisir,F,2,0,65.0,0.0
3526624,Chiefs Will (IRE),Slade Power (IRE),Royal Debt (GB),Royal Applause,G,1,0,77.0,614.0
3526644,Roman Dragon (GB),Heeraat (IRE),Trixie Malone (GB),Ishiguru,G,3,0,80.0,2149.2
3526648,Sandrine (GB),Bobbys Kitten (USA),Seychelloise (GB),Pivotal,F,1,0,107.0,0.0
3526650,Stripzee (GB),Outstrip (GB),Zeela (IRE),Zebedee,F,1,0,50.0,0.0
3526784,Blenheim Boy (IRE),Churchill (IRE),Abhasana (IRE),Hawk Wing,G,3,0,84.0,3684.0
3526790,Im Mable (GB),Cable Bay (IRE),Triskel (GB),Hawk Wing,M,2,2,57.0,6490.16
3528366,Gustav Graves (GB),Bobbys Kitten (USA),Bondesire (GB),Misu Bond,G,2,0,59.0,0.0
3528374,Canaria Prince (GB),Alhebayeb (IRE),Gran Canaria Queen (GB),Compton Place,G,1,0,54.0,858.9
3531566,Mrs Bagerran (IRE),Kodiac (GB),Habaayib (GB),Royal Applause,M,1,1,47.0,3663.8
3533579,Yaahobby (IRE),Kodiac (GB),Nations Alexander (IRE),Dark Angel,G,1,0,54.0,760.74
3533596,Faro De San Juan (IRE),Almanzor (FR),Fixette (IRE),Kodiac,G,3,3,82.0,18345.6
3538650,Run The Jewels (IRE),Lawman (FR),La Dame De Fer (IRE),Mr Greeley,G,1,0,69.0,0.0
3540051,Malakahna (FR),Manduro (GER),Alakhana (FR),Dalakhani,M,3,0,80.0,4305.6
3544305,Angle Land (GB),Mayson (GB),Jumeirah Star (USA),Street Boss,F,1,0,84.0,0.0
3544322,Bungley (IRE),Bungle Inthejungle (GB),Millys Secret (IRE),Sakhees Secret,F,2,0,63.0,0.0
3545643,Pinar Del Rio (GB),Havana Gold (IRE),Ripples Maid (GB),Dansili,G,1,0,77.0,0.0
3545644,Speedacus (IRE),Slade Power (IRE),Jamboree Girl (GB),Bahamian Bounty,G,3,0,73.0,562.5
3549411,Marcie (IRE),Marcel (IRE),Ayun (USA),Swain,M,2,0,46.0,0.0
3549479,Manila Scouse (GB),Aclaim (IRE),Forever Excel (IRE),Excelebration,G,2,0,79.0,7613.6
3549483,Woodlands Charm (IRE),Kodiac (GB),Causeway Charm (USA),Giants Causeway,F,1,0,66.0,0.0
3549487,Bay Breeze (GB),Buratino (IRE),Midnight Mojito (GB),Azamour,G,1,0,86.0,755.0
3549503,Tiger Spirit (IRE),Charm Spirit (IRE),Tiger Lilly (IRE),Galileo,M,1,0,59.0,0.0
3549516,Cedar Rapids (IRE),Australia (GB),Song Of My Heart (IRE),Footstepsinthesand,G,2,0,62.0,0.0
3550605,Miss Britain (IRE),Dandy Man (IRE),Britains Pride (GB),Royal Applause,F,1,0,75.0,767.5
3550656,High Opinion (GB),Hellvelyn (GB),Vanity (IRE),Thatching,G,2,0,64.0,0.0
3550659,Precedent (IRE),Excelebration (IRE),Strategise (IRE),Strategic Prince,G,1,0,50.0,0.0
3552533,Point Lynas (IRE),Iffraaj (GB),Initially (GB),Dansili,G,1,0,95.0,0.0
3552552,Aljardaa (IRE),Muhaarar (GB),Yasmeen (GB),Sea The Stars,M,1,0,55.0,0.0
3552558,Sterling Knight (GB),Camelot (GB),Sterling Sound (USA),Street Cry,G,2,2,90.0,19872.0
3552562,Lusail (IRE),Mehmas (IRE),Diaminda (IRE),Diamond Green,C,2,0,111.0,0.0
3555978,Twilight Gleaming (IRE),National Defense (GB),Thames Pageant (GB),Dansili,F,2,0,,0.0
3555992,Flintstone (IRE),Starspangledbanner (AUS),Madame Cherie (USA),First Samurai,G,3,0,62.0,2576.7
3555999,Croupier (IRE),Invincible Spirit (IRE),Aaraamm (USA),Street Cry,G,1,0,99.0,24170.0
3558268,Zimmerman (GB),Poets Voice (GB),Cresta Gold (GB),Halling,G,1,0,81.0,181.2
3560177,Galactica (FR),Dabirsim (FR),Garmerita (FR),Poliglote,M,1,0,75.0,0.0
3560219,Addie Boo Boo (IRE),Adaay (IRE),Bonnie Lesley (IRE),Iffraaj,F,1,0,57.0,380.68
3562207,Masekela (IRE),El Kabeir (USA),Ladys Purse (GB),Doyen,G,2,0,96.0,0.0
3564074,Josies Kid (IRE),Ardad (IRE),Low Cut Affair (IRE),Fast Company,G,2,2,57.0,6490.16
3564077,Masterclass (GB),Lethal Force (IRE),Kensington Gardens (GB),Oasis Dream,G,1,0,68.0,614.0
3569332,Primo (GB),Acclamation (GB),Border Bloom (GB),Selkirk,G,1,0,52.0,0.0
3571525,Golden Warrior (IRE),Cotai Glory (GB),Jayla (GB),New Approach,G,1,0,72.0,0.0
3571534,Royal Aclaim (IRE),Aclaim (IRE),Knock Stars (IRE),Soviet Star,F,1,0,105.0,5380.0
3573478,Venice Biennale (IRE),Farhh (GB),Art Festival (GB),New Approach,M,1,0,92.0,0.0
3577228,Lethal Levi (GB),Lethal Force (IRE),Dartrix (GB),Dutch Art,G,1,0,100.0,0.0
3577231,Eldrickjones (IRE),Cotai Glory (GB),Dream Impossible (IRE),Iffraaj,G,3,0,79.0,0.0
3577262,Surviving Murmansk (IRE),The Carbon Unit (USA),Born Innocent (IRE),Dark Angel,G,1,0,64.0,0.0
3578972,Admiral D (IRE),Ardad (IRE),Derval (IRE),One Cool Cat,G,3,0,88.0,0.0
3578978,Mudamer (IRE),Dark Angel (IRE),Mesadah (IRE),Ravens Pass,G,1,0,83.0,1902.0
3578995,Val Bassett (FR),Wootton Bassett (GB),Val DHiver (FR),Zafeen,G,1,0,78.0,0.0
3579132,Gentle Ellen (IRE),Bungle Inthejungle (GB),Art Of Gold (GB),Excellent Art,F,2,2,60.0,6804.2
3579135,Beltane (IRE),Fast Company (IRE),Northern Affair (IRE),Giants Causeway,G,2,2,77.0,9054.8
3579143,Postmark (GB),Postponed (IRE),Dream Wild (GB),Oasis Dream,G,3,0,89.0,0.0
3583168,Whistledown (GB),Gregorian (IRE),El Che (GB),Winker Watson,F,2,0,67.0,379.44
3583170,Open Mind (GB),Cable Bay (IRE),Bonhomie (GB),Shamardal,G,1,0,98.0,1510.0
3583173,Proclivity (IRE),Acclamation (GB),Jameerah (GB),Dansili,F,2,0,57.0,0.0
3583193,Reach For The Moon (GB),Sea The Stars (IRE),Golden Stream (IRE),Sadlers Wells,G,1,0,108.0,0.0
3585057,Chestnutter (IRE),Anjaal (GB),Sapporo (IRE),Distorted Humor,F,1,1,62.0,0.0
3586885,Cheese The One (GB),Outstrip (GB),Arabian Music (IRE),Kheleyf,F,2,0,46.0,468.18
3586957,Arch Enemy (IRE),Alhebayeb (IRE),Pointed Arch (IRE),Rock Of Gibraltar,F,1,0,67.0,0.0
3588749,Variety Island (GB),Spill The Beans (AUS),Love Island (GB),Acclamation,G,1,0,52.0,1522.72
3588785,Damascus Finish (IRE),Markaz (IRE),Impressive Victory (USA),Street Cry,G,2,0,56.0,0.0
3588890,Triple Time (IRE),Frankel (GB),Reem Three (GB),Mark Of Esteem,C,2,2,107.0,850650.0
3588892,Tudor (IRE),Zoffany (IRE),Tiger Lilly (IRE),Galileo,G,3,0,76.0,3588.0
3588918,Rock Melody (IRE),Fascinating Rock (IRE),Legal Lyric (IRE),Lawman,F,1,1,73.0,5234.0
3593790,Curraheen Princess (IRE),Prince Of Lir (IRE),Joyful Risk (IRE),Kheleyf,M,1,1,75.0,0.0
3593797,Prosperous Voyage (IRE),Zoffany (IRE),Seatone (USA),Mizzen Mast,F,1,0,112.0,25380.15
3597225,Revoquable (GB),Pastoral Pursuits (GB),Breakable (GB),Firebreak,G,1,0,52.0,429.8
3600654,Coaxing (GB),Outstrip (GB),Blandish (USA),Wild Again,F,1,0,64.0,858.9
3600657,Golden Gal (IRE),Galileo Gold (GB),Dubai Princess (IRE),Dubai Destination,F,1,0,57.0,214.2
3600665,Sea Oscar (GB),Sea The Stars (IRE),Aktoria (FR),Canford Cliffs,M,1,0,59.0,0.0
3601909,Kihavah (GB),Harbour Watch (IRE),Roheryn (IRE),Galileo,G,4,4,93.0,58267.5
3601931,Big Bard (GB),Poets Voice (GB),Big Moza (GB),Pastoral Pursuits,G,1,0,60.0,192.2
3607411,Tropez Power (IRE),Cotai Glory (GB),Warm Welcome (GB),Motivator,G,3,0,84.0,14736.0
3607413,Box To Box (IRE),Kodiac (GB),Alyaafel (GB),Cape Cross,G,3,3,85.0,18345.6
3607414,Great Max (IRE),Wootton Bassett (GB),Teeslemee (FR),Youmzain,G,1,0,97.0,0.0
3607422,Native Trail (GB),Oasis Dream (GB),Needleleaf (GB),Observatory,C,2,0,119.0,0.0
3608960,Toimy Son (FR),Twilight Son (GB),Miss Pimpernel (IRE),Clodovil,C,1,0,99.0,0.0
3609053,Totally Charming (GB),Charming Thought (GB),Totally Millie (GB),Pivotal,G,1,0,101.0,0.0
3609061,Isla Diamonds (GB),Trans Island (GB),Queen Of Diamonds (IRE),Fruits Of Love,M,1,0,46.0,0.0
3609062,Farhh To Shy (GB),Farhh (GB),Coconut Shy (GB),Bahamian Bounty,M,1,0,88.0,1510.0
3612338,Lil Guff (GB),Twilight Son (GB),Lady McGuffy (IRE),Holy Roman Emperor,F,1,0,87.0,3070.0
3612351,La Pulga (IRE),Kodiac (GB),Nijah (IRE),Pivotal,G,1,0,87.0,1604.02
3612354,Golden Prosperity (IRE),Galileo Gold (GB),April (IRE),Rock Of Gibraltar,G,1,0,46.0,1719.2
3612356,The Grey Lass (GB),Outstrip (GB),Be Lucky (GB),Kyllachy,F,1,0,47.0,0.0
3616084,Secret Daay (GB),Adaay (IRE),Yat Ding Yau (FR),Air Chief Marshal,G,1,0,51.0,0.0
3617894,En Or (FR),Dariyan (FR),Decize (FR),Kentucky Dynamite,G,1,0,74.0,0.0
3617940,Graces Quest (GB),Telescope (IRE),Ballinargh Girl (IRE),Footstepsinthesand,M,2,0,67.0,3192.8
3625167,Golden Spice (USA),Golden Horn (GB),Punita (USA),Distorted Humor,F,1,0,84.0,0.0
3626704,Paris Lights (IRE),Siyouni (FR),Cabaret (IRE),Galileo,G,2,0,83.0,7706.4
3626713,Lumberjack (GB),Mastercraftsman (IRE),Wood Chorus (GB),Singspiel,G,3,0,62.0,270.0
3626715,Rogue Rocket (FR),Recorder (GB),Eva Kant (GB),Medicean,G,2,0,78.0,5526.0
3626849,Rock Chant (USA),Flintshire (GB),High Chant (USA),War Chant,G,1,0,69.0,1184.06
3632526,Gracesolution (IRE),Notnowcato (GB),Solution Set (IRE),Desert King,M,1,0,68.0,0.0
3632541,Chelsea Annie (IRE),Mehmas (IRE),Miss Sally (IRE),Danetime,F,3,0,46.0,2282.2200000000003
3634775,Mitbaahy (IRE),Profitable (IRE),Wrood (USA),Invasor,C,2,0,107.0,0.0
3634776,Jungle Run (IRE),Bungle Inthejungle (GB),Malekat Jamal (IRE),Dutch Art,G,2,0,67.0,908.72
3636550,Inspiral (GB),Frankel (GB),Starscope (GB),Selkirk,F,2,0,120.0,322500.0
3638585,Nyla Rua (IRE),Zoffany (IRE),Lady Aoy (IRE),Indian Haven,F,1,0,48.0,0.0
3638596,Yester (IRE),Kodiac (GB),Constellation (GB),Cape Cross,G,1,0,61.0,0.0
3638599,Lotus Rose (GB),Showcasing (GB),Ealaan (USA),Invasor,F,2,2,69.0,8374.4
3638610,Koy Koy (GB),Acclamation (GB),Lynique (IRE),Dylan Thomas,G,1,0,94.0,0.0
3640220,Modern Games (IRE),Dubawi (IRE),Modern Ideals (GB),New Approach,C,2,0,121.0,80400.0
3640222,Outsmart (IRE),Outstrip (GB),Mi Rubina (IRE),Rock Of Gibraltar,G,3,0,75.0,0.0
3640232,Princess Shabnam (IRE),Gregorian (IRE),Green Vision (IRE),Green Desert,F,1,0,96.0,0.0
3643984,Ratafia (GB),Iffraaj (GB),Aetna (GB),Indesatchel,G,1,0,46.0,429.8
3643986,Udaberri (IRE),Mastercraftsman (IRE),Eccellente Idea (IRE),Excellent Art,G,3,0,78.0,0.0
3643987,Sonny Liston (IRE),Lawman (FR),Stars In Your Eyes (GB),Galileo,G,1,0,100.0,42297.5
3643996,Baileysgutfeeling (IRE),Gutaifan (IRE),Baileys Pursuit (GB),Pastoral Pursuits,G,3,3,87.0,24300.0
3646529,Coumshingaun (IRE),Fastnet Rock (AUS),Coumlara (IRE),High Chaparral,F,1,0,73.0,0.0
